2410,SURGERY,403C,42,Sub-Internship Plastic Surgery Integrated Program,"This course is designed for students who have an interest in plastic surgery as a career. Duties are similar to a first year resident. This course provides the student with an in-depth overview of clinical activities, emergency room call, inpatient care and assisting in the operating room, ward rounds and conference participation. This course will also provide primary responsibility for patient care similar to an internship in a supervised fashion. This rotation will involve more time commitment than our regular rotation with additional call and work responsibilities of up to 80 hours a week. Pre-requisite: Permission is required for enrollment. For more information and/or to obtain a permission number, students must contact or Chris Duke, (christine.g.duke@duke.edu) to obtain a permission number.. The course director or the clinical contact do not assign permission numbers. Clinical Contact for Students: Erica Sudyk (erica.sudyk@duke.edu) Enrollment Max: 3, unless otherwise noted. Credits: 5. Geoffroy Sisk, MD and Erica Sudyk, PA-C",,5,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Closed,3,4,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Geoffroy Courcelle Sisk
2651,SURGERY,403C,43,Sub-Internship Plastic Surgery Integrated Program,"This course is designed for students who have an interest in plastic surgery as a career. Duties are similar to a first year resident. This course provides the student with an in-depth overview of clinical activities, emergency room call, inpatient care and assisting in the operating room, ward rounds and conference participation. This course will also provide primary responsibility for patient care similar to an internship in a supervised fashion. This rotation will involve more time commitment than our regular rotation with additional call and work responsibilities of up to 80 hours a week. Pre-requisite: Permission is required for enrollment. For more information and/or to obtain a permission number, students must contact or Chris Duke, (christine.g.duke@duke.edu) to obtain a permission number.. The course director or the clinical contact do not assign permission numbers. Clinical Contact for Students: Erica Sudyk (erica.sudyk@duke.edu) Enrollment Max: 3, unless otherwise noted. Credits: 5. Geoffroy Sisk, MD and Erica Sudyk, PA-C",,5,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2025,11/14/2025,Closed,3,4,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; Geoffroy Courcelle Sisk
2652,SURGERY,403C,44,Sub-Internship Plastic Surgery Integrated Program,"This course is designed for students who have an interest in plastic surgery as a career. Duties are similar to a first year resident. This course provides the student with an in-depth overview of clinical activities, emergency room call, inpatient care and assisting in the operating room, ward rounds and conference participation. This course will also provide primary responsibility for patient care similar to an internship in a supervised fashion. This rotation will involve more time commitment than our regular rotation with additional call and work responsibilities of up to 80 hours a week. Pre-requisite: Permission is required for enrollment. For more information and/or to obtain a permission number, students must contact or Chris Duke, (christine.g.duke@duke.edu) to obtain a permission number.. The course director or the clinical contact do not assign permission numbers. Clinical Contact for Students: Erica Sudyk (erica.sudyk@duke.edu) Enrollment Max: 3, unless otherwise noted. Credits: 5. Geoffroy Sisk, MD and Erica Sudyk, PA-C",,5,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Open,3,1,2,0,0,"Pass, High Pass, Honors, Fail",N,-; -; Geoffroy Courcelle Sisk
2399,SURGERY,406C,41,Endocrine Surgery,"The Endocrine Surgery Elective will allow fourth year medical students to be exposed to and participate in the preoperative, intraoperative and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery. For more information about the course students should contact Dr. Randall Scheri at r.scheri@duke.edu. Students should report to Dr. Scheri's office located at 463 Seeley Mudd Building on the first day of class. Credit: 4. Enrollment max: 2. Randall P. Scheri, MD; Hadiza Kazaure, MD; Alberto Monreal, MD and Michael Stang, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Open,2,0,2,0,0,"Pass, High Pass, Honors, Fail",N,-; Randy P Scheri
2400,SURGERY,406C,42,Endocrine Surgery,"The Endocrine Surgery Elective will allow fourth year medical students to be exposed to and participate in the preoperative, intraoperative and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery. For more information about the course students should contact Dr. Randall Scheri at r.scheri@duke.edu. Students should report to Dr. Scheri's office located at 463 Seeley Mudd Building on the first day of class. Credit: 4. Enrollment max: 2. Randall P. Scheri, MD; Hadiza Kazaure, MD; Alberto Monreal, MD and Michael Stang, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Open,2,1,1,0,0,"Pass, High Pass, Honors, Fail",N,-; Randy P Scheri
2639,SURGERY,406C,43,Endocrine Surgery,"The Endocrine Surgery Elective will allow fourth year medical students to be exposed to and participate in the preoperative, intraoperative and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery. For more information about the course students should contact Dr. Randall Scheri at r.scheri@duke.edu. Students should report to Dr. Scheri's office located at 463 Seeley Mudd Building on the first day of class. Credit: 4. Enrollment max: 2. Randall P. Scheri, MD; Hadiza Kazaure, MD; Alberto Monreal, MD and Michael Stang, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2025,11/14/2025,Open,2,1,1,0,0,"Pass, High Pass, Honors, Fail",N,-; Randy P Scheri
2640,SURGERY,406C,44,Endocrine Surgery,"The Endocrine Surgery Elective will allow fourth year medical students to be exposed to and participate in the preoperative, intraoperative and postoperative care of endocrine surgery patients. This patient population encompasses a wide variety of benign, malignant, hormonally active, and hereditary endocrine diseases of the thyroid, parathyroid, adrenal and neuro-endocrine pancreas/systems which are evaluated in a multidisciplinary clinic along with medical endocrinology, oncology, pathology, genetics, and radiology. A working knowledge of these diseases and their multidisciplinary management is critical to a career in internal medicine or surgery. For more information about the course students should contact Dr. Randall Scheri at r.scheri@duke.edu. Students should report to Dr. Scheri's office located at 463 Seeley Mudd Building on the first day of class. Credit: 4. Enrollment max: 2. Randall P. Scheri, MD; Hadiza Kazaure, MD; Alberto Monreal, MD and Michael Stang, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Open,2,0,2,0,0,"Pass, High Pass, Honors, Fail",N,-; Randy P Scheri
2477,SURGERY,411C,41,Vascular & Endovascular Surgery Elective,"The elective curriculum is flexible depending on student's interest. Students will spend four weeks on the inpatient vascular surgery service at Duke Main campus. This will involve seeing inpatient consults, rounding on the inpatient service, and scrubbing into both open and endovascular cases in the operating room and cath lab. If you have questions about the elective course, please contact the course director, Dr. Adam Johnson, (adam.johnson@duke.edu). Please reach out to Lee Hines (lee.hines@duke.edu), Program Coordinator, to obtain information regarding schedule and meeting time/location. Pre-requisite: Permission of the course director is required for enrollment. The course is scheduled M-F; overnight call is optional. Maximum Enrollment: 1; Credit: 4. Adam Johnson, MD; Chandler Long, MD; Heather Waldrop, MD; and Zach Williams",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Closed,1,1,0,0,0,"Pass, High Pass, Honors, Fail",N,Adam Johnson
2478,SURGERY,411C,42,Vascular & Endovascular Surgery Elective,"The elective curriculum is flexible depending on student's interest. Students will spend four weeks on the inpatient vascular surgery service at Duke Main campus. This will involve seeing inpatient consults, rounding on the inpatient service, and scrubbing into both open and endovascular cases in the operating room and cath lab. If you have questions about the elective course, please contact the course director, Dr. Adam Johnson, (adam.johnson@duke.edu). Please reach out to Lee Hines (lee.hines@duke.edu), Program Coordinator, to obtain information regarding schedule and meeting time/location. Pre-requisite: Permission of the course director is required for enrollment. The course is scheduled M-F; overnight call is optional. Maximum Enrollment: 1; Credit: 4. Adam Johnson, MD; Chandler Long, MD; Heather Waldrop, MD; and Zach Williams",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Closed,1,1,0,0,0,"Pass, High Pass, Honors, Fail",N,Adam Johnson
2720,SURGERY,411C,43,Vascular & Endovascular Surgery Elective,"The elective curriculum is flexible depending on student's interest. Students will spend four weeks on the inpatient vascular surgery service at Duke Main campus. This will involve seeing inpatient consults, rounding on the inpatient service, and scrubbing into both open and endovascular cases in the operating room and cath lab. If you have questions about the elective course, please contact the course director, Dr. Adam Johnson, (adam.johnson@duke.edu). Please reach out to Lee Hines (lee.hines@duke.edu), Program Coordinator, to obtain information regarding schedule and meeting time/location. Pre-requisite: Permission of the course director is required for enrollment. The course is scheduled M-F; overnight call is optional. Maximum Enrollment: 1; Credit: 4. Adam Johnson, MD; Chandler Long, MD; Heather Waldrop, MD; and Zach Williams",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2025,11/14/2025,Closed,1,1,0,0,0,"Pass, High Pass, Honors, Fail",N,Adam Johnson
2721,SURGERY,411C,44,Vascular & Endovascular Surgery Elective,"The elective curriculum is flexible depending on student's interest. Students will spend four weeks on the inpatient vascular surgery service at Duke Main campus. This will involve seeing inpatient consults, rounding on the inpatient service, and scrubbing into both open and endovascular cases in the operating room and cath lab. If you have questions about the elective course, please contact the course director, Dr. Adam Johnson, (adam.johnson@duke.edu). Please reach out to Lee Hines (lee.hines@duke.edu), Program Coordinator, to obtain information regarding schedule and meeting time/location. Pre-requisite: Permission of the course director is required for enrollment. The course is scheduled M-F; overnight call is optional. Maximum Enrollment: 1; Credit: 4. Adam Johnson, MD; Chandler Long, MD; Heather Waldrop, MD; and Zach Williams",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Closed,1,1,0,0,0,"Pass, High Pass, Honors, Fail",N,Adam Johnson
8751,SURGERY,413C,41,Advanced Surgery - Emphasis Cardiovascular Surgery,"Advanced concepts in surgery are presented in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Cardiovascular Surgery and Heart Failure Surgery specifically, as well as Surgery in general. For more information, please contact Dr. Overbey via email, douglas.overbey@duke.edu. Secondary Contact: Sherry Gunter (sherry.gunter@duke.edu). Credit: 4. Enrollment: min 1, max 1. Douglas Overbey,MD; Jeffrey G. Gaca, MD; Donald Glower, MD; Chad Hughes, MD; Jeffrey Kenan MD Carmelo Milano, MD;Jacob Schroder, MD; Andrew Vekstein MD; Brittany Zwischenberger MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Closed,1,1,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Douglas Overbey
8752,SURGERY,413C,42,Advanced Surgery - Emphasis Cardiovascular Surgery,"Advanced concepts in surgery are presented in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Cardiovascular Surgery and Heart Failure Surgery specifically, as well as Surgery in general. For more information, please contact Dr. Overbey via email, douglas.overbey@duke.edu. Secondary Contact: Sherry Gunter (sherry.gunter@duke.edu). Credit: 4. Enrollment: min 1, max 1. Douglas Overbey,MD; Jeffrey G. Gaca, MD; Donald Glower, MD; Chad Hughes, MD; Jeffrey Kenan MD Carmelo Milano, MD;Jacob Schroder, MD; Andrew Vekstein MD; Brittany Zwischenberger MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Closed,1,2,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Douglas Overbey
8753,SURGERY,413C,43,Advanced Surgery - Emphasis Cardiovascular Surgery,"Advanced concepts in surgery are presented in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Cardiovascular Surgery and Heart Failure Surgery specifically, as well as Surgery in general. For more information, please contact Dr. Overbey via email, douglas.overbey@duke.edu. Secondary Contact: Sherry Gunter (sherry.gunter@duke.edu). Credit: 4. Enrollment: min 1, max 1. Douglas Overbey,MD; Jeffrey G. Gaca, MD; Donald Glower, MD; Chad Hughes, MD; Jeffrey Kenan MD Carmelo Milano, MD;Jacob Schroder, MD; Andrew Vekstein MD; Brittany Zwischenberger MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2025,11/14/2025,Closed,1,3,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Douglas Overbey
8754,SURGERY,413C,44,Advanced Surgery - Emphasis Cardiovascular Surgery,"Advanced concepts in surgery are presented in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Cardiovascular Surgery and Heart Failure Surgery specifically, as well as Surgery in general. For more information, please contact Dr. Overbey via email, douglas.overbey@duke.edu. Secondary Contact: Sherry Gunter (sherry.gunter@duke.edu). Credit: 4. Enrollment: min 1, max 1. Douglas Overbey,MD; Jeffrey G. Gaca, MD; Donald Glower, MD; Chad Hughes, MD; Jeffrey Kenan MD Carmelo Milano, MD;Jacob Schroder, MD; Andrew Vekstein MD; Brittany Zwischenberger MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Douglas Overbey
2259,SURGERY,420C,41,General Surgical Oncology,"The course is designed for the student interested in surgical oncology. Students will typically spend 1-2 weeks on 2-3 different services. Students will rotate on services with a focus on Hepatobiliary, Pancreas, Breast, Endocrine, Colorectal, Soft Tissue Sarcoma, and Melanoma disease sites. The students are involved in patient care with a specific surgeon but, in addition, are expected to attend multidisciplinary conferences related to the disease site of interest that week. These multidisciplinary conferences involve medical and radiation oncology as well as surgical oncology. The student is also expected to evaluate surgical patients in an outpatient setting as well as participating in inpatient and operative patient care. There is no overnight call responsibility. For more information, please contact Dr. Trey Blazer via email, trey.blazer@duke.edu or contact Ben Latta at (thomas.latta@duke.edu). Permission is required. Credit: 4. Enrollment: min 1, max 4. Trey Blazer, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Open,4,0,4,0,0,"Pass, High Pass, Honors, Fail",N,-; Dan G Blazer III
2260,SURGERY,420C,42,General Surgical Oncology,"The course is designed for the student interested in surgical oncology. Students will typically spend 1-2 weeks on 2-3 different services. Students will rotate on services with a focus on Hepatobiliary, Pancreas, Breast, Endocrine, Colorectal, Soft Tissue Sarcoma, and Melanoma disease sites. The students are involved in patient care with a specific surgeon but, in addition, are expected to attend multidisciplinary conferences related to the disease site of interest that week. These multidisciplinary conferences involve medical and radiation oncology as well as surgical oncology. The student is also expected to evaluate surgical patients in an outpatient setting as well as participating in inpatient and operative patient care. There is no overnight call responsibility. For more information, please contact Dr. Trey Blazer via email, trey.blazer@duke.edu or contact Ben Latta at (thomas.latta@duke.edu). Permission is required. Credit: 4. Enrollment: min 1, max 4. Trey Blazer, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Open,4,0,4,0,0,"Pass, High Pass, Honors, Fail",N,-; Dan G Blazer III
2492,SURGERY,420C,43,General Surgical Oncology,"The course is designed for the student interested in surgical oncology. Students will typically spend 1-2 weeks on 2-3 different services. Students will rotate on services with a focus on Hepatobiliary, Pancreas, Breast, Endocrine, Colorectal, Soft Tissue Sarcoma, and Melanoma disease sites. The students are involved in patient care with a specific surgeon but, in addition, are expected to attend multidisciplinary conferences related to the disease site of interest that week. These multidisciplinary conferences involve medical and radiation oncology as well as surgical oncology. The student is also expected to evaluate surgical patients in an outpatient setting as well as participating in inpatient and operative patient care. There is no overnight call responsibility. For more information, please contact Dr. Trey Blazer via email, trey.blazer@duke.edu or contact Ben Latta at (thomas.latta@duke.edu). Permission is required. Credit: 4. Enrollment: min 1, max 4. Trey Blazer, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2025,11/14/2025,Open,4,0,4,0,0,"Pass, High Pass, Honors, Fail",N,-; Dan G Blazer III
2493,SURGERY,420C,44,General Surgical Oncology,"The course is designed for the student interested in surgical oncology. Students will typically spend 1-2 weeks on 2-3 different services. Students will rotate on services with a focus on Hepatobiliary, Pancreas, Breast, Endocrine, Colorectal, Soft Tissue Sarcoma, and Melanoma disease sites. The students are involved in patient care with a specific surgeon but, in addition, are expected to attend multidisciplinary conferences related to the disease site of interest that week. These multidisciplinary conferences involve medical and radiation oncology as well as surgical oncology. The student is also expected to evaluate surgical patients in an outpatient setting as well as participating in inpatient and operative patient care. There is no overnight call responsibility. For more information, please contact Dr. Trey Blazer via email, trey.blazer@duke.edu or contact Ben Latta at (thomas.latta@duke.edu). Permission is required. Credit: 4. Enrollment: min 1, max 4. Trey Blazer, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Open,4,1,3,0,0,"Pass, High Pass, Honors, Fail",N,-; Dan G Blazer III
2783,SURGERY,423C,41,Advanced Surgery-Emphasis General Thoracic Surgery,"Advanced concepts in surgery are presented in seminars and in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Thoracic Surgery and Lung Transplantation specifically, as well as Surgery in general. For more information, please contact Dr. Betty Tong via email, (betty.tong@duke.edu). Secondary Contact: Angela Wiley (angela.wiley@duke.edu) . Credit: 4. Enrollment: min 1, max 1. Betty Tong, MD; Kaitlin Bevers, MD; Hiroshi Date MD; David Harpole, MD; Matthew G. Hartwig, MD; Jacob Klapper, MD; Kunal Patel MD; and Hai Salfity MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Closed,1,1,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; David H Harpole Jr.
2784,SURGERY,423C,42,Advanced Surgery-Emphasis General Thoracic Surgery,"Advanced concepts in surgery are presented in seminars and in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Thoracic Surgery and Lung Transplantation specifically, as well as Surgery in general. For more information, please contact Dr. Betty Tong via email, (betty.tong@duke.edu). Secondary Contact: Angela Wiley (angela.wiley@duke.edu) . Credit: 4. Enrollment: min 1, max 1. Betty Tong, MD; Kaitlin Bevers, MD; Hiroshi Date MD; David Harpole, MD; Matthew G. Hartwig, MD; Jacob Klapper, MD; Kunal Patel MD; and Hai Salfity MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,-; -; David H Harpole Jr.
2785,SURGERY,423C,43,Advanced Surgery-Emphasis General Thoracic Surgery,"Advanced concepts in surgery are presented in seminars and in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Thoracic Surgery and Lung Transplantation specifically, as well as Surgery in general. For more information, please contact Dr. Betty Tong via email, (betty.tong@duke.edu). Secondary Contact: Angela Wiley (angela.wiley@duke.edu) . Credit: 4. Enrollment: min 1, max 1. Betty Tong, MD; Kaitlin Bevers, MD; Hiroshi Date MD; David Harpole, MD; Matthew G. Hartwig, MD; Jacob Klapper, MD; Kunal Patel MD; and Hai Salfity MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2022,11/14/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,-; -; David H Harpole Jr.
2786,SURGERY,423C,44,Advanced Surgery-Emphasis General Thoracic Surgery,"Advanced concepts in surgery are presented in seminars and in the operating room, wards, clinic, and teaching seminars, with an emphasis on learning entrustable professional activities related to Thoracic Surgery and Lung Transplantation specifically, as well as Surgery in general. For more information, please contact Dr. Betty Tong via email, (betty.tong@duke.edu). Secondary Contact: Angela Wiley (angela.wiley@duke.edu) . Credit: 4. Enrollment: min 1, max 1. Betty Tong, MD; Kaitlin Bevers, MD; Hiroshi Date MD; David Harpole, MD; Matthew G. Hartwig, MD; Jacob Klapper, MD; Kunal Patel MD; and Hai Salfity MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,-; -; David H Harpole Jr.
2257,SURGERY,426C,41,Advanced Clerkship in Pediatric Surgery,"This course is designed to familiarize the student with the whole range of surgical problems in children, but with emphasis on the pathophysiology of surgical and related problems in the newborn infant and the total care of the child with a malignancy. The student is encouraged to participate fully in the patient care aspects of the service and is considered an integral part of the patient care team. At the end of the clerkship, the student is required to give a formal presentation of a pediatric surgical topic of his or her choice. The student may tailor the clerkship month to include various aspects of pediatric surgery (neonatology, cardiac surgery, etc.) depending on the interests of the student. For more information, please contact Camille Wells at 681-5077 or via email at maria.fryar@duke.edu. Credit: 4. Enrollment: max 1. Tamara Fitzgerald, MD/PhD; Henry Rice, MD; Obinna Adibe, MD; Elisabeth Tracy, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Tamara N Fitzgerald
2258,SURGERY,426C,42,Advanced Clerkship in Pediatric Surgery,"This course is designed to familiarize the student with the whole range of surgical problems in children, but with emphasis on the pathophysiology of surgical and related problems in the newborn infant and the total care of the child with a malignancy. The student is encouraged to participate fully in the patient care aspects of the service and is considered an integral part of the patient care team. At the end of the clerkship, the student is required to give a formal presentation of a pediatric surgical topic of his or her choice. The student may tailor the clerkship month to include various aspects of pediatric surgery (neonatology, cardiac surgery, etc.) depending on the interests of the student. For more information, please contact Camille Wells at 681-5077 or via email at maria.fryar@duke.edu. Credit: 4. Enrollment: max 1. Tamara Fitzgerald, MD/PhD; Henry Rice, MD; Obinna Adibe, MD; Elisabeth Tracy, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,Tamara N Fitzgerald
2490,SURGERY,426C,43,Advanced Clerkship in Pediatric Surgery,"This course is designed to familiarize the student with the whole range of surgical problems in children, but with emphasis on the pathophysiology of surgical and related problems in the newborn infant and the total care of the child with a malignancy. The student is encouraged to participate fully in the patient care aspects of the service and is considered an integral part of the patient care team. At the end of the clerkship, the student is required to give a formal presentation of a pediatric surgical topic of his or her choice. The student may tailor the clerkship month to include various aspects of pediatric surgery (neonatology, cardiac surgery, etc.) depending on the interests of the student. For more information, please contact Camille Wells at 681-5077 or via email at maria.fryar@duke.edu. Credit: 4. Enrollment: max 1. Tamara Fitzgerald, MD/PhD; Henry Rice, MD; Obinna Adibe, MD; Elisabeth Tracy, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,10/20/2025,11/14/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,Tamara N Fitzgerald
2491,SURGERY,426C,44,Advanced Clerkship in Pediatric Surgery,"This course is designed to familiarize the student with the whole range of surgical problems in children, but with emphasis on the pathophysiology of surgical and related problems in the newborn infant and the total care of the child with a malignancy. The student is encouraged to participate fully in the patient care aspects of the service and is considered an integral part of the patient care team. At the end of the clerkship, the student is required to give a formal presentation of a pediatric surgical topic of his or her choice. The student may tailor the clerkship month to include various aspects of pediatric surgery (neonatology, cardiac surgery, etc.) depending on the interests of the student. For more information, please contact Camille Wells at 681-5077 or via email at maria.fryar@duke.edu. Credit: 4. Enrollment: max 1. Tamara Fitzgerald, MD/PhD; Henry Rice, MD; Obinna Adibe, MD; Elisabeth Tracy, MD",,4,CLN,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 2nd 8 Weeks,11/17/2025,12/12/2025,Open,1,0,1,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Tamara N Fitzgerald
2389,SURGERY,441C,41,Sub-Internship in Surgical Intensive Care,"This course is designed to broaden the student's knowledge and experience in dealing with a wide array of critically ill patients. Under supervision, students function as sub-interns in the Surgical Intensive Care Unit (SICU). Students are assigned their own patients and actively participate in daily rounds as part of the SICU team which includes intensivists, fellows, APPs, and residents. There are on-line didactic lectures which are expected to be completed during the month on core aspects of critical care, as well as weekly Critical Care Grand Rounds and ICU fellow conferences. Students rotate among the different teams with typically 3 weeks of daytime service coverage and a week of overnight coverage to maximize your education and experience. Shifts are 12 hours not including sign out of the service to the oncoming team. Students will work with SICU fellows and house staff in the supervised management of critically ill patients. Four weeks are spent in the SICU at Duke University Medical Center (trauma, vascular surgery, liver-kidney-pancreas transplantation, general surgery, surgical subspecialties, MICU and NICU overflow). There is emphasis on teaching of procedures and techniques necessary for the management of all critically ill patients including hemodynamic assessment and monitoring, cardiovascular resuscitation and use of vasoactive drugs, ventilator management including ARDS, prevention and management of nosocomial infections, and nutritional support. Students are formally evaluated by the SICU house staff and the attending physician. For more information, please contact Dr. Cory Vatsaas at 684-3636 or via email, cory.vatsaas@duke.edu. Further information and direction may be provided by the SICU fellow and attending of the week. The schedule is available in the SICU or by calling the SICU at 681-2241 to find out who is rounding that week. House staff sign out begins at 6:00 a.m. in the SICU. C-L: ANESTH-441C. Credit: 5. Enrollment: max 3. Cory J. Vatsaas, MD and staff",,5,SUB,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,08/25/2025,09/19/2025,Closed,3,3,0,0,0,"Pass, High Pass, Honors, Fail",N,-; Cory Vatsaas
2390,SURGERY,441C,42,Sub-Internship in Surgical Intensive Care,"This course is designed to broaden the student's knowledge and experience in dealing with a wide array of critically ill patients. Under supervision, students function as sub-interns in the Surgical Intensive Care Unit (SICU). Students are assigned their own patients and actively participate in daily rounds as part of the SICU team which includes intensivists, fellows, APPs, and residents. There are on-line didactic lectures which are expected to be completed during the month on core aspects of critical care, as well as weekly Critical Care Grand Rounds and ICU fellow conferences. Students rotate among the different teams with typically 3 weeks of daytime service coverage and a week of overnight coverage to maximize your education and experience. Shifts are 12 hours not including sign out of the service to the oncoming team. Students will work with SICU fellows and house staff in the supervised management of critically ill patients. Four weeks are spent in the SICU at Duke University Medical Center (trauma, vascular surgery, liver-kidney-pancreas transplantation, general surgery, surgical subspecialties, MICU and NICU overflow). There is emphasis on teaching of procedures and techniques necessary for the management of all critically ill patients including hemodynamic assessment and monitoring, cardiovascular resuscitation and use of vasoactive drugs, ventilator management including ARDS, prevention and management of nosocomial infections, and nutritional support. Students are formally evaluated by the SICU house staff and the attending physician. For more information, please contact Dr. Cory Vatsaas at 684-3636 or via email, cory.vatsaas@duke.edu. Further information and direction may be provided by the SICU fellow and attending of the week. The schedule is available in the SICU or by calling the SICU at 681-2241 to find out who is rounding that week. House staff sign out begins at 6:00 a.m. in the SICU. C-L: ANESTH-441C. Credit: 5. Enrollment: max 3. Cory J. Vatsaas, MD and staff",,5,SUB,E,School of Medicine,In Person,Duke University,Durham,Med 4th Year 1st 8 Weeks,09/22/2025,10/17/2025,Closed,3,3,0,0,0,"Pass, High Pass, Honors, Fail",N,-; -; -; Cory Vatsaas; -
